phenotypes,gene,chromosome,start,end,minP,T2D:pValue,T2D:zStat,T2D:nParam,T2D:subjects,chiSquared
["T2D"],"HMGA1","6",34204650,34214008,3.6817770889539596e-15,3.6817770889539596e-15,7.778076496470994,,641589,3.681777088953961e-15
["T2D"],"INS","11",2181009,2182451,3.856358414325977e-15,3.856358414325977e-15,7.772212085765751,,816571,3.856358414325966e-15
["T2D"],"MOB1B","4",71768043,71888166,3.951027718129894e-15,3.951027718129894e-15,7.769140379619388,,771369,3.9510277181299e-15
["T2D"],"UBE2Z","17",46985769,47006418,4.766873103257616e-15,4.766873103257616e-15,7.745325284252183,,1095265,4.766873103257612e-15
["T2D"],"RNF6","13",26706253,26796451,5.363924520933663e-15,5.363924520933663e-15,7.730317728721046,,888887,5.3639245209336624e-15
["T2D"],"SLC22A3","6",160769410,160873609,5.408312959693187e-15,5.408312959693187e-15,7.729268569026121,,937922,5.408312959693197e-15
["T2D"],"SHOC2","10",112679125,112777065,5.6792426966858445e-15,5.6792426966858445e-15,7.723042977964136,,906771,5.679242696685839e-15
["T2D"],"MLX","17",40719090,40725257,6.3890252792030735e-15,6.3890252792030735e-15,7.708024216777723,,1218408,6.3890252792030695e-15
["T2D"],"MED23","6",131895106,131949382,7.0220211587584e-15,7.0220211587584e-15,7.69595573844121,,702610,7.022021158758418e-15
["T2D"],"EHBP1L1","11",65343517,65360121,8.579769450319574e-15,8.579769450319574e-15,7.6702993599380855,,989637,8.579769450319596e-15
["T2D"],"PPM1G","2",27604062,27632458,9.567405670771368e-15,9.567405670771368e-15,7.656312279189461,,838738,9.567405670771368e-15
["T2D"],"FCHSD2","11",72547790,72853363,1.0097760196472579e-14,1.0097760196472579e-14,7.649377089826436,,804409,1.0097760196472569e-14
["T2D"],"DGKB","7",14184674,15014402,1.0698054598188294e-14,1.0698054598188294e-14,7.641947099051126,,1007201,1.0698054598188294e-14
["T2D"],"NRBP1","2",27650657,27665126,1.2106633976178744e-14,1.2106633976178744e-14,7.626009135974407,,845809,1.2106633976178756e-14
["T2D"],"SIN3A","15",75661720,75748183,1.2861590563294669e-14,1.2861590563294669e-14,7.618202865173202,,870761,1.286159056329468e-14
["T2D"],"C6orf10","6",32256303,32339684,1.30848522119866e-14,1.30848522119866e-14,7.615980575741109,,1147593,1.3084852211986609e-14
["T2D"],"RASGRP1","15",38780304,38857776,1.3282599322359354e-14,1.3282599322359354e-14,7.614043179038665,,895208,1.328259932235938e-14
["T2D"],"ZC3H4","19",47567444,47617033,1.505662277698026e-14,1.505662277698026e-14,7.597832193218748,,769026,1.505662277698026e-14
["T2D"],"SLC16A11","17",6944940,6947411,1.5401339391944463e-14,1.5401339391944463e-14,7.594901441556389,,866869,1.540133939194444e-14
["T2D"],"HSPA1L","6",31777396,31783060,1.622665947128154e-14,1.622665947128154e-14,7.588138794669201,,792646,1.6226659471281543e-14
["T2D"],"FNDC4","2",27714750,27718067,1.943996683463807e-14,1.943996683463807e-14,7.564687103536203,,927101,1.9439966834638062e-14
["T2D"],"MPHOSPH9","12",123636867,123728561,2.3417880069613374e-14,2.3417880069613374e-14,7.540448566747642,,903540,2.3417880069613352e-14
["T2D"],"PAM","5",102089685,102365434,2.3946821263711095e-14,2.3946821263711095e-14,7.537535460510548,,936767,2.394682126371106e-14
["T2D"],"HSF1","8",145515273,145538383,2.4225120424010262e-14,2.4225120424010262e-14,7.536028050248279,,864431,2.4225120424010234e-14
["T2D"],"MYL7","7",44178463,44180931,2.6488903834166763e-14,2.6488903834166763e-14,7.524363399645497,,966065,2.648890383416677e-14
["T2D"],"IL13RA1","X",117861096,117928498,2.7151758210138988e-14,2.7151758210138988e-14,7.521133135096495,,416383,2.7151758210138957e-14
["T2D"],"LRRC8E","19",7953390,7966906,2.860311932883992e-14,2.860311932883992e-14,7.514322882831193,,1022116,2.860311932883992e-14
["T2D"],"CENPW","6",126661261,126670021,2.921313781929755e-14,2.921313781929755e-14,7.511561356797604,,767818,2.921313781929754e-14
["T2D"],"BCAR1","16",75262079,75301951,2.950811776592142e-14,2.950811776592142e-14,7.510246268822939,,880390,2.9508117765921427e-14
["T2D"],"FADS2","11",61560452,61634826,3.3790228537409684e-14,3.3790228537409684e-14,7.492487326045948,,986098,3.3790228537409665e-14
["T2D"],"TFRC","3",195739382,195809024,3.3838345072546904e-14,3.3838345072546904e-14,7.492300621583772,,1036642,3.383834507254693e-14
["T2D"],"RPL22L1","3",170582664,170587997,3.6421122533200405e-14,3.6421122533200405e-14,7.482643573419501,,1296147,3.6421122533200455e-14
["T2D"],"CTBP1","4",1205233,1244121,3.765802909315658e-14,3.765802909315658e-14,7.4782548125327555,,972734,3.7658029093156523e-14
["T2D"],"MBNL1","3",151961617,152183569,3.9411860831440845e-14,3.9411860831440845e-14,7.4722689025924565,,933010,3.941186083144091e-14
["T2D"],"TRIM66","11",8633584,8704241,4.085154214773394e-14,4.085154214773394e-14,7.4675477474768,,1083871,4.085154214773398e-14
["T2D"],"PSTPIP1","15",77285700,77329816,4.086944188557792e-14,4.086944188557792e-14,7.467490084065342,,908641,4.086944188557794e-14
["T2D"],"ANKFY1","17",4067115,4167290,4.258497329301733e-14,4.258497329301733e-14,7.46207566736017,,902851,4.258497329301736e-14
["T2D"],"SEC16B","1",177893091,177953438,4.294672717389735e-14,4.294672717389735e-14,7.4609613381856486,,1138792,4.2946727173897336e-14
["T2D"],"FBXL13","7",102451636,102715286,4.6060809957137654e-14,4.6060809957137654e-14,7.451733571499737,,946195,4.6060809957137597e-14
["T2D"],"HAUS6","9",19053139,19102902,5.151336433145306e-14,5.151336433145306e-14,7.436962567926689,,1118542,5.151336433145305e-14
["T2D"],"SPIN2B","X",57144984,57147981,5.1714379869522017e-14,5.1714379869522017e-14,7.436447864295083,,562133,5.17143798695221e-14
["T2D"],"SPIN3","X",56844731,57022260,5.3743017981034773e-14,5.3743017981034773e-14,7.4313608524151,,347920,5.374301798103479e-14
["T2D"],"C2CD4A","15",62359176,62363116,5.456122814197039e-14,5.456122814197039e-14,7.4293623281875325,,1022317,5.456122814197035e-14
["T2D"],"FAM134C","17",40731531,40762641,5.565320475517967e-14,5.565320475517967e-14,7.4267405171097,,1090851,5.5653204755179686e-14
["T2D"],"NFE2L1","17",46125691,46138907,5.720420447950072e-14,5.720420447950072e-14,7.42310221932428,,876065,5.720420447950064e-14
["T2D"],"POLD2","7",44154230,44163957,6.770793723335076e-14,6.770793723335076e-14,7.400751559864044,,903126,6.770793723335073e-14
["T2D"],"GIP","17",47035916,47045958,7.047732707126259e-14,7.047732707126259e-14,7.395426929986804,,1093568,7.04773270712625e-14
["T2D"],"MAP2K7","19",7968728,7979363,7.558234318030353e-14,7.558234318030353e-14,7.386129399467006,,852371,7.558234318030366e-14
["T2D"],"PDCD4","10",112631553,112659764,7.616189178562903e-14,7.616189178562903e-14,7.38511315879062,,856082,7.616189178562906e-14
["T2D"],"NOTCH1","9",139388885,139440500,8.518846111730217e-14,8.518846111730217e-14,7.370196340984291,,862073,8.518846111730212e-14
["T2D"],"NF1","17",29421945,29709134,9.164575469072123e-14,9.164575469072123e-14,7.360449833307535,,987354,9.164575469072132e-14
["T2D"],"NHSL1","6",138743180,139013708,1.2386492507589128e-13,1.2386492507589128e-13,7.3201305404079315,,899442,1.2386492507589113e-13
["T2D"],"MAP3K11","11",65365227,65382853,1.372039773825709e-13,1.372039773825709e-13,7.306393426700369,,1006882,1.3720397738257108e-13
["T2D"],"TUBG2","17",40811302,40819024,1.4294081840034382e-13,1.4294081840034382e-13,7.300884709587651,,822689,1.4294081840034384e-13
["T2D"],"SIPA1","11",65405572,65418389,1.438239484841738e-13,1.438239484841738e-13,7.300056039364421,,1063217,1.438239484841739e-13
["T2D"],"NOTCH2","1",120454176,120643366,1.52386602981196e-13,1.52386602981196e-13,7.292271053328117,,681582,1.5238660298119578e-13
["T2D"],"EVI2A","17",29643428,29648767,1.6397400430468122e-13,1.6397400430468122e-13,7.282393833233179,,1010822,1.63974004304681e-13
["T2D"],"TRAF3","14",103243786,103377837,1.8410329001651576e-13,1.8410329001651576e-13,7.266762042465101,,917196,1.8410329001651612e-13
["T2D"],"C2","6",31865562,31913450,1.85615327792922e-13,1.85615327792922e-13,7.265656571025321,,791602,1.8561532779292205e-13
["T2D"],"USP36","17",76783463,76837523,1.9438373792544555e-13,1.9438373792544555e-13,7.259415182869637,,858269,1.9438373792544552e-13
["T2D"],"GPBP1L1","1",46092976,46153785,2.5695578029705283e-13,2.5695578029705283e-13,7.2215689413409105,,994187,2.569557802970526e-13
["T2D"],"SKIV2L","6",31926893,31937595,2.6142961284800066e-13,2.6142961284800066e-13,7.219221782236638,,911224,2.6142961284800055e-13
["T2D"],"PIK3R3","1",46505812,46598708,2.891082825255036e-13,2.891082825255036e-13,7.20552259013622,,947648,2.8910828252550325e-13
["T2D"],"FAM58A","X",152853377,152865500,3.0366310535112555e-13,3.0366310535112555e-13,7.198827283906899,,306990,3.0366310535112606e-13
["T2D"],"ATP5G1","17",46970127,46973233,3.4867240935524606e-13,3.4867240935524606e-13,7.179954776367206,,1406167,3.4867240935524677e-13
["T2D"],"MCCD1","6",31496739,31498009,3.6079359188788207e-13,3.6079359188788207e-13,7.175281193647953,,1048764,3.607935918878816e-13
["T2D"],"ZFP36L2","2",43449541,43453745,3.7561478686913815e-13,3.7561478686913815e-13,7.169771662404639,,777842,3.7561478686913785e-13
["T2D"],"FAAH2","X",57313139,57515626,3.775772367558721e-13,3.775772367558721e-13,7.1690582065854755,,379898,3.775772367558725e-13
["T2D"],"TTLL6","17",46839596,46894591,4.3488423717645564e-13,4.3488423717645564e-13,7.149685646158851,,1084769,4.348842371764565e-13
["T2D"],"IGF2","11",2150342,2179621,4.363961125169198e-13,4.363961125169198e-13,7.14920921543233,,912313,4.3639611251692016e-13
["T2D"],"DCAF5","14",69517598,69619867,4.5107136970136595e-13,4.5107136970136595e-13,7.144667069084776,,936040,4.5107136970136645e-13
["T2D"],"TPCN2","11",68816400,68903784,4.713867706712786e-13,4.713867706712786e-13,7.138612994711561,,984233,4.713867706712789e-13
["T2D"],"ZNF664","12",124456392,124499986,5.005010655203229e-13,5.005010655203229e-13,7.130368989821457,,967037,5.005010655203227e-13
["T2D"],"ARID4A","14",58765222,58840605,5.389023157470784e-13,5.389023157470784e-13,7.120187341278447,,868102,5.389023157470782e-13
["T2D"],"HMGCR","5",74632154,74659826,6.638165714201291e-13,6.638165714201291e-13,7.091398626265902,,906299,6.638165714201296e-13
["T2D"],"MICB","6",31462658,31478901,6.913549694881662e-13,6.913549694881662e-13,7.085772305414716,,1210222,6.913549694881656e-13
["T2D"],"SMEK1","14",91923852,91976898,7.476179513021086e-13,7.476179513021086e-13,7.074930582847551,,1037218,7.476179513021083e-13
["T2D"],"FBXW7","4",153241696,153457244,8.023921708884971e-13,8.023921708884971e-13,7.065118978746713,,696312,8.023921708884985e-13
["T2D"],"RPL13","16",89627085,89630950,8.349691559655349e-13,8.349691559655349e-13,7.059590631324594,,1035598,8.349691559655356e-13
["T2D"],"EIF2B4","2",27587219,27593205,8.391159588396844e-13,8.391159588396844e-13,7.058902149322549,,710014,8.391159588396848e-13
["T2D"],"HSD17B1","17",40704940,40707232,9.069063250597935e-13,9.069063250597935e-13,7.048096940918336,,915898,9.069063250597938e-13
["T2D"],"TOM1L2","17",17746825,17875736,1.0781234899308238e-12,1.0781234899308238e-12,7.023987117969284,,918429,1.078123489930825e-12
["T2D"],"MAU2","19",19431638,19469563,1.1340039021504685e-12,1.1340039021504685e-12,7.016927151933386,,931044,1.134003902150469e-12
["T2D"],"BCL2L11","2",111876955,111926022,1.1414514361093904e-12,1.1414514361093904e-12,7.016012103499319,,996507,1.141451436109391e-12
["T2D"],"SUGP1","19",19386827,19431318,1.5181535298009837e-12,1.5181535298009837e-12,6.976033338298098,,976167,1.5181535298009847e-12
["T2D"],"C12orf65","12",123717932,123742626,1.5328899744331568e-12,1.5328899744331568e-12,6.974675326875858,,1080447,1.5328899744331562e-12
["T2D"],"ANKDD1B","5",74907007,74977598,1.5971479129168176e-12,1.5971479129168176e-12,6.968899585147426,,891357,1.5971479129168192e-12
["T2D"],"HLA-DQB1","6",32627244,32636160,1.7185302587502254e-12,1.7185302587502254e-12,6.958585529799745,,720833,1.718530258750226e-12
["T2D"],"C15orf52","15",40623653,40633140,1.821144581860089e-12,1.821144581860089e-12,6.950408910371399,,1041121,1.8211445818600906e-12
["T2D"],"UBE2G1","17",4172554,4269970,1.8557404179102263e-12,1.8557404179102263e-12,6.94775375666645,,917624,1.8557404179102263e-12
["T2D"],"REEP3","10",65281161,65384888,1.964578340222641e-12,1.964578340222641e-12,6.939706401018825,,959412,1.9645783402226435e-12
["T2D"],"BMF","15",40380091,40401093,2.026347213261912e-12,2.026347213261912e-12,6.9353315857662095,,1027623,2.026347213261912e-12
["T2D"],"TCF4","18",52889416,53332018,2.065857414226777e-12,2.065857414226777e-12,6.932601298051165,,840631,2.065857414226778e-12
["T2D"],"FBRSL1","12",133066137,133161774,2.067701671861416e-12,2.067701671861416e-12,6.932475107577374,,907846,2.0677016718614133e-12
["T2D"],"PDHX","11",34937376,35042138,2.1580092105329693e-12,2.1580092105329693e-12,6.926427194121116,,1182662,2.1580092105329665e-12
["T2D"],"KRTCAP3","2",27665233,27669348,2.1721656704160736e-12,2.1721656704160736e-12,6.92550169441881,,756914,2.172165670416076e-12
["T2D"],"LY6G5C","6",31644461,31651817,2.205540626421947e-12,2.205540626421947e-12,6.923342950893741,,889954,2.2055406264219464e-12
["T2D"],"FRAT2","10",99092254,99094486,2.22982174322267e-12,2.22982174322267e-12,6.921792441630888,,760304,2.229821743222668e-12
["T2D"],"KLF8","X",56258789,56317964,2.3054220072748314e-12,2.3054220072748314e-12,6.917068736634971,,384085,2.305422007274834e-12
["T2D"],"ORAOV1","11",69467844,69490184,2.4036834517535345e-12,2.4036834517535345e-12,6.911151090249652,,697272,2.403683451753535e-12
["T2D"],"ZFHX3","16",72816784,73925770,2.4974237346190715e-12,2.4974237346190715e-12,6.9057227235025564,,923351,2.4974237346190715e-12
["T2D"],"PEPD","19",33877856,34012729,2.542758548633791e-12,2.542758548633791e-12,6.90316871183686,,1053672,2.5427585486337904e-12
["T2D"],"RAB1A","2",65297830,65357465,2.765837498091695e-12,2.765837498091695e-12,6.891217847543533,,1031599,2.765837498091692e-12
["T2D"],"BGN","X",152760438,152775004,3.491131027688201e-12,3.491131027688201e-12,6.858017678532129,,317617,3.4911310276882005e-12
["T2D"],"MAP3K13","3",185000729,185206882,3.90019430364743e-12,3.90019430364743e-12,6.842167348645437,,1167091,3.900194303647428e-12
["T2D"],"TMEM69","1",46153853,46160108,4.738832599487976e-12,4.738832599487976e-12,6.81421987996656,,989472,4.738832599487974e-12
["T2D"],"STK19","6",31938868,31950598,4.799911489664261e-12,4.799911489664261e-12,6.812378344519337,,856497,4.799911489664261e-12
["T2D"],"GALNT3","2",166604098,166651169,4.879335295935662e-12,4.879335295935662e-12,6.8100177477857935,,838122,4.879335295935669e-12
["T2D"],"CDSN","6",31082864,31088223,4.9192443076653115e-12,4.9192443076653115e-12,6.808845764537263,,1354727,4.919244307665307e-12
["T2D"],"CYTH1","17",76670130,76778379,5.2669442080419284e-12,5.2669442080419284e-12,6.799012219065812,,882704,5.266944208041924e-12
["T2D"],"LST1","6",31553901,31556686,5.3546044691383276e-12,5.3546044691383276e-12,6.796633473781223,,896312,5.354604469138335e-12
["T2D"],"AOC1","7",150521715,150558592,5.450383852658021e-12,5.450383852658021e-12,6.79407763328978,,1239734,5.450383852658031e-12
["T2D"],"ZNF236","18",74534513,74684857,6.230418547848097e-12,6.230418547848097e-12,6.774765307754011,,843865,6.230418547848098e-12
["T2D"],"LY6G5B","6",31637753,31641553,6.269381788213784e-12,6.269381788213784e-12,6.773863898843334,,840496,6.269381788213784e-12
["T2D"],"C10orf11","10",77191382,78319926,6.408857193212598e-12,6.408857193212598e-12,6.7706815306805925,,961574,6.408857193212598e-12
["T2D"],"VARS","6",31745295,31763529,6.6603601984737094e-12,6.6603601984737094e-12,6.765110813949442,,836080,6.660360198473707e-12
["T2D"],"COASY","17",40713485,40718295,6.710438894815137e-12,6.710438894815137e-12,6.764026221240579,,1045818,6.7104388948151326e-12
["T2D"],"SREBF1","17",17713713,17740316,7.236692602879411e-12,7.236692602879411e-12,6.753085236683757,,820784,7.236692602879405e-12
["T2D"],"PCNXL3","11",65383247,65404910,7.323531321788004e-12,7.323531321788004e-12,6.751355095466473,,877973,7.323531321787999e-12
["T2D"],"PSMA3","14",58711561,58738730,8.034730471553143e-12,8.034730471553143e-12,6.737897725297978,,908531,8.034730471553156e-12
["T2D"],"STEAP1","7",89783770,89794143,8.275315159792433e-12,8.275315159792433e-12,6.733608354430333,,1049852,8.275315159792448e-12
["T2D"],"LPL","8",19759228,19824770,8.516244469617315e-12,8.516244469617315e-12,6.729433515181252,,1066845,8.516244469617306e-12
["T2D"],"CSNK2B","6",31633004,31638120,8.620854708067732e-12,8.620854708067732e-12,6.727656717455868,,1018160,8.620854708067724e-12
["T2D"],"C9orf163","9",139377947,139380519,9.594782134064817e-12,9.594782134064817e-12,6.712060082892156,,1042996,9.594782134064822e-12
["T2D"],"TET1","10",70320094,70454244,9.911147761052487e-12,9.911147761052487e-12,6.70732610606444,,1136149,9.911147761052479e-12
["T2D"],"REP15","12",27849380,27850529,1.0152673297771694e-11,1.0152673297771694e-11,6.703810565365928,,1265396,1.0152673297771697e-11
["T2D"],"TAP2","6",32789610,32806516,1.0467443780361827e-11,1.0467443780361827e-11,6.699349831326748,,1070132,1.0467443780361842e-11
["T2D"],"SPON2","4",1160720,1202750,1.0601357665741856e-11,1.0601357665741856e-11,6.69749177919876,,879003,1.0601357665741854e-11
["T2D"],"LIPH","3",185224050,185270376,1.07073274489194e-11,1.07073274489194e-11,6.696037665726623,,940434,1.0707327448919419e-11
["T2D"],"SLC38A11","2",165750864,165812035,1.0946508633828718e-11,1.0946508633828718e-11,6.692806754905362,,1069051,1.094650863382874e-11
["T2D"],"BBIP1","10",112658488,112678959,1.1279680040317615e-11,1.1279680040317615e-11,6.688419553197107,,897159,1.1279680040317608e-11
["T2D"],"CAMKK2","12",121675478,121736111,1.2661777382008405e-11,1.2661777382008405e-11,6.671480535547786,,1037162,1.2661777382008398e-11
["T2D"],"SETD8","12",123868679,123893900,1.4560721034765143e-11,1.4560721034765143e-11,6.650946354311511,,887790,1.4560721034765162e-11
["T2D"],"ZFP91","11",58346536,58389023,1.6420065740902946e-11,1.6420065740902946e-11,6.633238146479623,,933854,1.642006574090292e-11
["T2D"],"C2orf16","2",27760253,27805589,1.6469936980692772e-11,1.6469936980692772e-11,6.632790699975534,,682807,1.6469936980692798e-11
["T2D"],"BHMT","5",78407632,78428111,1.661003741193985e-11,1.661003741193985e-11,6.6315407727527615,,1057108,1.6610037411939826e-11
["T2D"],"MDM4","1",204485507,204527248,1.68752329415481e-11,1.68752329415481e-11,6.629202786456331,,971687,1.6875232941548092e-11
["T2D"],"TOM1","22",35695268,35743985,1.7548957536976285e-11,1.7548957536976285e-11,6.623421164438943,,1061028,1.7548957536976265e-11
["T2D"],"MSH5","6",31707454,31730453,1.770380996685262e-11,1.770380996685262e-11,6.622123011975084,,897634,1.770380996685264e-11
["T2D"],"NEIL1","15",75639296,75649456,1.772672798298015e-11,1.772672798298015e-11,6.621931831180512,,849554,1.7726727982980127e-11
["T2D"],"RALY","20",32581452,32696114,1.79770301962983e-11,1.79770301962983e-11,6.619859429294619,,980331,1.7977030196298283e-11
["T2D"],"JMJD1C","10",64926981,65281610,1.9073715567275347e-11,1.9073715567275347e-11,6.611100140523676,,885722,1.9073715567275373e-11
["T2D"],"HERC1","15",63900817,64126147,1.971990649954656e-11,1.971990649954656e-11,6.606166940824262,,935707,1.9719906499546542e-11
["T2D"],"UBAP2","9",33921691,34049386,1.9948866949848826e-11,1.9948866949848826e-11,6.6044568710169145,,1081293,1.9948866949848797e-11
["T2D"],"ATG16L2","11",72525451,72554719,1.9965472585969117e-11,1.9965472585969117e-11,6.60433359411918,,735385,1.9965472585969117e-11
["T2D"],"PHGR1","15",40643234,40648635,2.061304441478894e-11,2.061304441478894e-11,6.599602770262308,,1039204,2.0613044414788933e-11
["T2D"],"CCDC17","1",46085716,46089729,2.0778160704522926e-11,2.0778160704522926e-11,6.59841978648194,,1211453,2.077816070452293e-11
["T2D"],"IPP","1",46159996,46216325,2.1077875294664405e-11,2.1077875294664405e-11,6.596295778346058,,923825,2.1077875294664444e-11
["T2D"],"CBX1","17",46147414,46178840,2.3464009160903454e-11,2.3464009160903454e-11,6.580369620851178,,1093456,2.346400916090347e-11
["T2D"],"C11orf30","11",76155967,76264075,2.3939749554969833e-11,2.3939749554969833e-11,6.577384661129247,,920150,2.3939749554969875e-11
["T2D"],"TRIM54","2",27505297,27530307,2.8460104661856256e-11,2.8460104661856256e-11,6.551609546287133,,831031,2.8460104661856256e-11
["T2D"],"SNX11","17",46180719,46200963,2.9079045444549136e-11,2.9079045444549136e-11,6.548396629369493,,1081260,2.9079045444549165e-11
["T2D"],"MC4R","18",58038295,58040008,2.916443245726978e-11,2.916443245726978e-11,6.547958645728069,,563076,2.9164432457269784e-11
["T2D"],"GRB10","7",50657760,50861159,2.941514961025331e-11,2.941514961025331e-11,6.546679829806892,,1185903,2.9415149610253296e-11
["T2D"],"CHMP4B","20",32399154,32442172,2.985535120557677e-11,2.985535120557677e-11,6.544460101713041,,995389,2.985535120557674e-11
["T2D"],"CCDC92","12",124403207,124457378,3.368147602867467e-11,3.368147602867467e-11,6.526414028960818,,950445,3.3681476028674674e-11
["T2D"],"FADS1","11",61567099,61596790,3.486793870937558e-11,3.486793870937558e-11,6.521224151131228,,961587,3.486793870937554e-11
["T2D"],"TM6SF2","19",19375173,19384200,3.82975879375126e-11,3.82975879375126e-11,6.507139701565369,,843372,3.829758793751263e-11
["T2D"],"ZNF34","8",145997609,146012730,3.990823468939103e-11,3.990823468939103e-11,6.500946022525146,,1029094,3.990823468939109e-11
["T2D"],"PPP3CA","4",101944566,102269435,4.0723778289853237e-11,4.0723778289853237e-11,6.497902503981967,,1013831,4.072377828985318e-11
["T2D"],"FARSA","19",13033293,13044851,4.5737388689568506e-11,4.5737388689568506e-11,6.480408231832889,,933145,4.5737388689568564e-11
["T2D"],"BOC","3",112929850,113006306,4.661830189069728e-11,4.661830189069728e-11,6.4775294107650625,,1045901,4.6618301890697264e-11
["T2D"],"PRRT1","6",32116136,32120860,4.8923239930109856e-11,4.8923239930109856e-11,6.470241389781071,,920119,4.892323993010983e-11
["T2D"],"APIP","11",34874641,34937926,5.235947452841602e-11,5.235947452841602e-11,6.459976923200239,,1367369,5.2359474528416056e-11
["T2D"],"RUFY3","4",71569921,71674336,5.281987388809783e-11,5.281987388809783e-11,6.458651965848913,,814270,5.281987388809783e-11
["T2D"],"HLA-DQA1","6",32595956,32614839,5.3497640191371896e-11,5.3497640191371896e-11,6.456721862052644,,743333,5.349764019137187e-11
["T2D"],"SKOR1","15",68112042,68126920,5.4297784652913286e-11,5.4297784652913286e-11,6.454473790440239,,1127268,5.429778465291324e-11
["T2D"],"SYCE2","19",13009600,13030107,5.443828510912724e-11,5.443828510912724e-11,6.454082388113564,,932217,5.443828510912728e-11
["T2D"],"ATP6V1G2","6",31512221,31516204,6.98832485537137e-11,6.98832485537137e-11,6.416146998237437,,1060261,6.98832485537138e-11
["T2D"],"FAIM2","12",50260679,50298000,7.23407117031383e-11,7.23407117031383e-11,6.410880657796596,,912022,7.234071170313827e-11
["T2D"],"ZBTB20","3",114033347,114866139,7.402907507657615e-11,7.402907507657615e-11,6.4073628691626725,,853584,7.402907507657616e-11
["T2D"],"RAB11FIP4","17",29718693,29865230,7.69314778904676e-11,7.69314778904676e-11,6.401494898279286,,1014477,7.693147789046769e-11
["T2D"],"P2RY1","3",152552920,152559228,8.036686816794486e-11,8.036686816794486e-11,6.39482271448579,,973723,8.036686816794475e-11
["T2D"],"PDE2A","11",72287185,72385635,9.409138243513282e-11,9.409138243513282e-11,6.370687468591419,,1093165,9.409138243513277e-11
["T2D"],"CDK2AP1","12",123734659,123756881,1.0334816113641312e-10,1.0334816113641312e-10,6.356281333255268,,935366,1.0334816113641315e-10
["T2D"],"P2RX4","12",121647868,121671909,1.2477495606970247e-10,1.2477495606970247e-10,6.327261710100517,,1077271,1.247749560697023e-10
["T2D"],"LRRC17","7",102553447,102585558,1.288761227675867e-10,1.288761227675867e-10,6.322267755389982,,953307,1.288761227675866e-10
["T2D"],"TSPAN32","11",2323227,2339434,1.4886945223265612e-10,1.4886945223265612e-10,6.2999514417040245,,1059755,1.488694522326564e-10
["T2D"],"FSCN3","7",127231463,127242198,1.5566477723479503e-10,1.5566477723479503e-10,6.293029295286535,,800395,1.5566477723479518e-10
["T2D"],"POLK","5",74807670,74905816,1.60424381171098e-10,1.60424381171098e-10,6.288354412774771,,867534,1.6042438117109803e-10
["T2D"],"YKT6","7",44240558,44253893,1.6172999341537064e-10,1.6172999341537064e-10,6.2870957052196825,,1039321,1.6172999341537038e-10
["T2D"],"C17orf49","17",6917814,6920844,1.6209635328738027e-10,1.6209635328738027e-10,6.286744289421858,,1061378,1.620963532873803e-10
["T2D"],"MYRF","11",61520108,61555990,1.7140925300499393e-10,1.7140925300499393e-10,6.278062323094093,,1016506,1.714092530049941e-10
["T2D"],"PSMC3IP","17",40724328,40729849,1.7473989874440182e-10,1.7473989874440182e-10,6.275068766787682,,795028,1.7473989874440164e-10
["T2D"],"RBM5","3",50126352,50156454,1.8594858626209384e-10,1.8594858626209384e-10,6.265388440424056,,949737,1.8594858626209371e-10
["T2D"],"MST1R","3",49924435,49941306,1.9401358069914273e-10,1.9401358069914273e-10,6.258769388628864,,991584,1.9401358069914278e-10
["T2D"],"DISP2","15",40650420,40670822,1.9514320077219872e-10,1.9514320077219872e-10,6.257863812484121,,1069502,1.9514320077219866e-10
["T2D"],"CFB","6",31913427,31919863,1.9623566479224468e-10,1.9623566479224468e-10,6.25699287758637,,939709,1.9623566479224476e-10
["T2D"],"APOC1","19",45417504,45422606,2.0769958017179001e-10,2.0769958017179001e-10,6.2481287660898905,,918610,2.076995801717898e-10
["T2D"],"CAMK1D","10",12391546,12877545,2.1001286961424742e-10,2.1001286961424742e-10,6.246398130456409,,1038585,2.1001286961424783e-10
["T2D"],"PNKD","2",219134374,219211516,2.491650954399732e-10,2.491650954399732e-10,6.21962949770537,,987515,2.4916509543997354e-10
["T2D"],"DCUN1D4","4",52709166,52783003,2.5639063080995426e-10,2.5639063080995426e-10,6.215142398434849,,898203,2.5639063080995395e-10
["T2D"],"STEAP2","7",89796904,89867451,2.628338904415274e-10,2.628338904415274e-10,6.211243990352023,,1171173,2.628338904415274e-10
["T2D"],"SLCO4A1","20",61273855,61317137,2.669876463941872e-10,2.669876463941872e-10,6.2087799546954905,,883970,2.669876463941874e-10
["T2D"],"FOXA3","19",46367247,46377055,2.688842150909283e-10,2.688842150909283e-10,6.207667312651381,,1091765,2.6888421509092883e-10
["T2D"],"TPBG","6",83072923,83077137,2.695703161482544e-10,2.695703161482544e-10,6.207266689721102,,979224,2.6957031614825427e-10
["T2D"],"RAI1","17",17584772,17714767,2.7200958212663453e-10,2.7200958212663453e-10,6.20585038500854,,834497,2.720095821266346e-10
["T2D"],"HMGXB4","22",35653445,35691800,2.725068131837414e-10,2.725068131837414e-10,6.205563200244123,,1097261,2.7250681318374185e-10
["T2D"],"SPHKAP","2",228844671,229046403,2.7865635108878576e-10,2.7865635108878576e-10,6.202053087575345,,1165546,2.7865635108878586e-10
